"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement"
"LD035811","LD035811","HSS-8076581","6DGRVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","120 (Desk 1)","1","VIHATRP20230717-078","09/30/2031"
"PC039969","PC039969","HSS-8076582","FHGRVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","FPC Provider Area","1","VIHATRP20230717-079","09/30/2031"
"LD039384","LD039384","HSS-8076583","2JGRVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","FPC Provider Area (Faye H. Side Office)","1","VIHATRP20230717-080","09/30/2031"
"LD039384","LD039384","HSS-8076584","3RNTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","FPC Provider Area (Faye H. Side Office)","1","VIHATRP20230717-080","09/30/2031"
"LD032199","LD032199","HSS-8076585","2RNTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","125 (Home & Community Care)","1","VIHATRP20230717-081","09/30/2031"
"LD032199","LD032199","HSS-8076586","C2PTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","125 (Home & Community Care)","1","VIHATRP20230717-081","09/30/2031"
"LD037933","LD037933","HSS-8076587","1RNTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","116","1","VIHATRP20230717-082","09/30/2031"
"PC067110","PC067110","HSS-8076588","B2PTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","142 (Exam Room 8)","1","VIHATRP20230717-083","09/30/2031"
"PC034204","PC034204","HSS-8076589","D2PTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","141 (Exam Room 7)","1","VIHATRP20230717-084","09/30/2031"
"PC033918","PC033918","HSS-8076590","JQNTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","FPC Provider Area","1","VIHATRP20230717-085","09/30/2031"
"LD066135","LD066135","HSS-8076591","92PTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","120 (Desk 3)","1","VIHATRP20230717-086","09/30/2031"
"LD031007","LD031007","HSS-8076592","J2PTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","120 (Desk 2)","1","VIHATRP20230717-087","09/30/2031"
"LD031007","LD031007","HSS-8076593","7RNTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","120 (Desk 2)","1","VIHATRP20230717-087","09/30/2031"
"LD026876","LD026876","HSS-8076594","CBDQQT3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","101 (Medical Day Care)","1","VIHATRP20230717-088","09/30/2031"
"LD065935","LD065935","HSS-8076597","J48PQT3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","121 (Desk 2)","1","VIHATRP20230717-090","09/30/2031"
"LD065935","LD065935","HSS-8076598","G98PQT3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","121 (Desk 2)","1","VIHATRP20230717-090","09/30/2031"
"TD030674","LD035811","HSS-8076599","D2SSVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","120 (Desk 1)","1","VIHATRP20230717-091","09/30/2031"
"LD033854","LD033854","HSS-8076600","3WNTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","121 (Desk 4)","1","VIHATRP20230717-092","09/30/2031"
"LD033854","LD033854","HSS-8076601","4YNTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","121 (Desk 4)","1","VIHATRP20230717-092","09/30/2031"
"PC033912","PC033912","HSS-8076602","87PTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","138 (Exam Room 4)","1","VIHATRP20230717-093","09/30/2031"
"PC035180","PC035180","HSS-8076603","2TNTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","FPC Provider Area","1","VIHATRP20230717-095","09/30/2031"
"PC033477","PC033477","HSS-8076605","77PTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","135 (Emergency Room - Urgent Care)","1","VIHATRP20230717-097","09/30/2031"
"PC033707","PC033707","HSS-8076606","67PTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","G14 (Reception area)","G","VIHATRP20230717-098","09/30/2031"
"PC033707","PC033707","HSS-8076607","2B8PQT3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","G14 (Reception area)","G","VIHATRP20230717-098","09/30/2031"
"LD031532","LD031532","HSS-8076608","5B8PQT3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","G36? Not Found","G","VIHATRP20230717-099","09/30/2031"
"LD031532","LD031532","HSS-8076609","C2SSVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","G36? Not Found","G","VIHATRP20230717-099","09/30/2031"
"PC033709","PC033709","HSS-8076613","BTNTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","G14 (Laboratory)","G","VIHATRP20230717-101","09/30/2031"
"PC033709","PC033709","HSS-8076614","9TNTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","G14 (Laboratory)","G","VIHATRP20230717-101","09/30/2031"
"LD030755","LD030755","HSS-8076617","1ZHTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","G36 - WFH (RIchard Lewis)","G","VIHATRP20230717-103","09/30/2031"
"LD030755","LD030755","HSS-8076618","5TNTVP3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","G36 - WFH (RIchard Lewis)","G","VIHATRP20230717-103","09/30/2031"
"TD001710","TD001710","HSS-8076711","7GNSVP3","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","Unit 39","1","VIHATRP20230724-001","09/30/2031"
"TD001710","TD001710","HSS-8076712","DXXRVP3","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","Unit 39","1","VIHATRP20230724-001","09/30/2031"
"LD029935","LD029935","HSS-8076713","JFNSVP3","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","Managers office ","1","VIHATRP20230724-002","09/30/2031"
"PC041441","PC041441","HSS-8076715","7X6SVP3","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","22 (Lincoln Silk)","1","VIHATRP20230724-004","09/30/2031"
"PC041441","PC041441","HSS-8076716","FGNSVP3","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","22 (Lincoln Silk)","1","VIHATRP20230724-004","09/30/2031"
"PC041441","PC041441","HSS-8076717","6VZSVP3","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","22 (Lincoln Silk)","1","VIHATRP20230724-004","09/30/2031"
"PC044584","PC031905","HSS-8076719","DGNSVP3","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","Unit 22 not 39","1","VIHATRP20230724-005","09/30/2031"
"PC031905","PC031905","HSS-8076720","992SVP3","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-005","09/30/2031"
"PC044584","PC044584","HSS-8076722","GGDPQT3","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","Unit 22 not 39","1","VIHATRP20230724-006","09/30/2031"
"PC044584","PC044584","HSS-8076723","7KNSVP3","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","Unit 22 not 39","1","VIHATRP20230724-006","09/30/2031"
"PC044233","PC031873","HSS-8076724","8YXRVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Unit 22","?","1","VIHATRP20230724-008","09/30/2031"
"PC044233","PC031873","HSS-8076725","HVSSVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Unit 22","?","1","VIHATRP20230724-008","09/30/2031"
"PC032740","PC031873","HSS-8076726","DLNSVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-008","09/30/2031"
"PC044158","PC044158","HSS-8076727","892SVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Unit 22","1","VIHATRP20230724-009","09/30/2031"
"PC044158","PC044158","HSS-8076728","61YRVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Unit 22","1","VIHATRP20230724-009","09/30/2031"
"PC044158","PC044158","HSS-8076729","C82SVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Unit 22","1","VIHATRP20230724-009","09/30/2031"
"PC031047","PC031047","HSS-8076730","31YRVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-010","09/30/2031"
"PC031047","PC031047","HSS-8076731","50PPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-010","09/30/2031"
"PC031047","PC031047","HSS-8076732","6V3PQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-010","09/30/2031"
"PC031425","PC031425","HSS-8076733","51YRVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-011","09/30/2031"
"PC031425","PC031425","HSS-8076734","BKNSVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-011","09/30/2031"
"PC031425","PC031425","HSS-8076735","GKNSVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-011","09/30/2031"
"PC031906","PC031906","HSS-8076736","9KNSVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-012","09/30/2031"
"PC031906","PC031906","HSS-8076737","8KNSVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-012","09/30/2031"
"PC031906","PC031906","HSS-8076738","6NNTVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-012","09/30/2031"
"PC031426","PC031426","HSS-8076739","F58PQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-013","09/30/2031"
"PC031426","PC031426","HSS-8076740","2LDPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-013","09/30/2031"
"PC031426","PC031426","HSS-8076741","33PTVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-013","09/30/2031"
"PC031429","PC031429","HSS-8076742","48PTVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-014","09/30/2031"
"PC031429","PC031429","HSS-8076743","C8JTVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-014","09/30/2031"
"PC031429","PC031429","HSS-8076744","7LBSVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-014","09/30/2031"
"PC032742","PC032742","HSS-8076745","4ZJTVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-015","09/30/2031"
"PC032742","PC032742","HSS-8076746","FM1SVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-015","09/30/2031"
"PC032742","PC032742","HSS-8076747","4VNTVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-015","09/30/2031"
"PC031899","PC031899","HSS-8076748","3ZJTVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-016","09/30/2031"
"PC031899","PC031899","HSS-8076749","6NJPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-016","09/30/2031"
"PC031899","PC031899","HSS-8076750","CB8PQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-016","09/30/2031"
"LD086034","PC057784","HSS-8076751","37HSVP3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Clearview Detox","Managers Office","","VIHATRP20230724-017","10/31/2031"
"PC031905","PC031905","HSS-8076752","FHKQQT3","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-018","09/30/2031"
"PC037550","PC037550","HSS-8076753","3MJPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Unit 22","1","VIHATRP20230724-018","09/30/2031"
"PC037550","PC037550","HSS-8076754","5GKQQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Unit 22","1","VIHATRP20230724-018","09/30/2031"
"PC040695","PC040695","HSS-8076757","F56SVP3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","Nanaimo Staff Scheduling","","VIHATRP20230724-020","09/30/2031"
"PC040695","PC040695","HSS-8076758","BFKQQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","Nanaimo Staff Scheduling","","VIHATRP20230724-020","09/30/2031"
"PC040695","PC040695","HSS-8076759","3NDPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","Nanaimo Staff Scheduling","","VIHATRP20230724-020","09/30/2031"
"PC031902","PC031902","HSS-8076760","3GKQQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-021","09/30/2031"
"PC031902","PC031902","HSS-8076761","8NDPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-021","09/30/2031"
"PC031902","PC031902","HSS-8076762","JMDPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-021","09/30/2031"
"PC037548","PC037548","HSS-8076763","GFKQQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","Unit 22","","VIHATRP20230724-022","09/30/2031"
"PC037548","PC037548","HSS-8076764","DZYPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","Unit 22","","VIHATRP20230724-022","09/30/2031"
"PC037548","PC037548","HSS-8076765","FFKQQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","Unit 22","","VIHATRP20230724-022","09/30/2031"
"PC031428","PC031428","HSS-8076766","5DDPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","22","","VIHATRP20230724-023","09/30/2031"
"PC031428","PC031428","HSS-8076767","1NDPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","22","","VIHATRP20230724-023","09/30/2031"
"PC031428","PC031428","HSS-8076768","1NJPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","22","","VIHATRP20230724-023","09/30/2031"
"PC032740","PC032740","HSS-8076769","2KDPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-024","09/30/2031"
"PC037550","PC037550","HSS-8076770","4NJPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Unit 22","1","VIHATRP20230724-024","09/30/2031"
"PC032740","PC032740","HSS-8076771","4KDPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","22","1","VIHATRP20230724-024","09/30/2031"
"PC031873","PC037554","HSS-8076772","2NJPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","22","","VIHATRP20230724-025","09/30/2031"
"PC037554","PC037554","HSS-8076773","8NJPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Unit 22","1","VIHATRP20230724-025","09/30/2031"
"PC037554","PC037554","HSS-8076774","9MTPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Unit 22","1","VIHATRP20230724-025","09/30/2031"
"LD022727","LD022727","HSS-8076775","HT3PQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Main Office","1","VIHATRP20230724-026","09/30/2031"
"LD022727","LD022727","HSS-8076776","5KDPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Main Office","1","VIHATRP20230724-026","09/30/2031"
"PC037554","PC031908","HSS-8076777","3NJPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Unit 22","1","VIHATRP20230724-027","09/30/2031"
"PC031873","PC031908","HSS-8076778","JGKQQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","22","","VIHATRP20230724-027","09/30/2031"
"PC031873","PC031908","HSS-8076779","8MTPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","22","","VIHATRP20230724-027","09/30/2031"
"PC031907","PC031898","HSS-8076780","9T3PQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Unit 22","?","1","VIHATRP20230724-028","09/30/2031"
"PC037550","PC037550","HSS-8076781","FMJPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Unit 22","1","VIHATRP20230724-028","09/30/2031"
"PC031907","PC031898","HSS-8076782","BMTPQT3","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Unit 22","?","1","VIHATRP20230724-028","09/30/2031"
"PC040673","PC040673","HSS-8076787","JFKQQT3","VIHA-NDHF-Nanaimo & District Hospital Foundation-Main Building-1st Floor","Main Building","102","1","VIHATRP20230724-031","09/30/2031"
"PC040673","PC040673","HSS-8076788","7T3PQT3","VIHA-NDHF-Nanaimo & District Hospital Foundation-Main Building-1st Floor","Main Building","102","1","VIHATRP20230724-031","09/30/2031"
"PC034651","PC034651","HSS-8076789","GLTPQT3","VIHA-NDHF-Nanaimo & District Hospital Foundation-Main Building-1st Floor","Main Building","202","1","VIHATRP20230724-032","09/30/2031"
"PC034651","PC034651","HSS-8076790","7MTPQT3","VIHA-NDHF-Nanaimo & District Hospital Foundation-Main Building-1st Floor","Main Building","202","1","VIHATRP20230724-032","09/30/2031"
"PC040562","PC040562","HSS-8076793","6MTPQT3","VIHA-NDHF-Nanaimo & District Hospital Foundation-Main Building-1st Floor","Main Building","102","1","VIHATRP20230724-034","09/30/2031"
"PC040562","PC040562","HSS-8076794","6T3PQT3","VIHA-NDHF-Nanaimo & District Hospital Foundation-Main Building-1st Floor","Main Building","102","1","VIHATRP20230724-034","09/30/2031"
"LD091552","LD091552","HSS-8076795","DLTPQT3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","","217","2","REQ1504167-RITM1586949-SCTASK2576604","09/30/2031"
"PC032028","PC032028","HSS-8076796","5T3PQT3","VIHA-Sat Lab-Satellite Laboratory-Main Building-1st Floor","Main Building","1090 - Accessions area","1","VIHATRP20230501-053","09/30/2031"
"PC032731","PC032731","HSS-8076798","GT3PQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","Caroline's Computer -Admin Area","1","VIHATRP20230724-037","09/30/2031"
"PC032731","PC032731","HSS-8076799","1W3PQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","Caroline's Computer -Admin Area","1","VIHATRP20230724-037","09/30/2031"
"LD066262","LD066262","HSS-8076800","1GKQQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services","Main Building","8","1","VIHATRP20230724-038","09/30/2031"
"LD066262","LD066262","HSS-8076801","4MJPQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services","Main Building","8","1","VIHATRP20230724-038","09/30/2031"
"LD066321","LD066224","HSS-8076802","7GKQQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","","","","VIHATRP20230724-039","09/30/2031"
"PC036143","PC036143","HSS-8076803","6XYPQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","Middle psych desk in reception","1","VIHATRP20230724-040","09/30/2031"
"PC036143","PC036143","HSS-8076804","GV3PQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","Middle psych desk in reception","1","VIHATRP20230724-040","09/30/2031"
"","PC044203","HSS-8076805","2XYPQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","","","","VIHATRP20230724-041","09/30/2031"
"PC030595","PC030595","HSS-8076806","1XYPQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","122","1","VIHATRP20230724-042","09/30/2031"
"LD085182","PC044531","HSS-8076807","HV3PQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services","Main","105-Telehealth","1","VIHATRP20230724-043","09/30/2031"
"PC044531","PC044531","HSS-8076808","CMTPQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","126","1","VIHATRP20230724-043","09/30/2031"
"PC031108","PC031108","HSS-8076809","4NDPQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","Cubicle","1","VIHATRP20230724-044","09/30/2031"
"LD030776","LD030776","HSS-8076811","1V3PQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","Reception","1","VIHATRP20230724-046","09/30/2031"
"PC039737","LD066261","HSS-8076812","GMTPQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","Cubicle","1","VIHATRP20230724-047","09/30/2031"
"LD066662","LD066662","HSS-8076813","1MJPQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","Cubicle","1st Floor","VIHATRP20230724-047","09/30/2031"
"LD065772","LD066043","HSS-8076814","4GKQQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","Cubicle","1","VIHATRP20230724-048","09/30/2031"
"LD066043","LD065772","HSS-8076815","2MJPQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","main office  close to the shredding bin by the bac","1","VIHATRP20230724-049","09/30/2031"
"LD090202","LD090202","HSS-8076816","7KDPQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services","Main","118","1","VIHATRP20230724-050","09/30/2031"
"LD034177","LD034177","HSS-8076818","DMTPQT3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G253B","G","VIHATRP20230724-052","09/30/2031"
"LD034177","LD034177","HSS-8076819","JV3PQT3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G253B","G","VIHATRP20230724-052","09/30/2031"
"PC034884","PC034884","HSS-8076820","JWYPQT3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","Surgical Daycare","2","VIHATRP20230724-053","09/30/2031"
"PC035186","PC035186","HSS-8076822","JT3PQT3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","OR 2","2","VIHATRP20230724-054","09/30/2031"
"PC032770","PC032770","HSS-8076823","9KDPQT3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","Outside OR2","2","VIHATRP20230724-055","09/30/2031"
"PC033321","PC033321","HSS-8076824","6NDPQT3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","S2056 -Dictation","2","VIHATRP20230724-056","09/30/2031"
"PC046563","PC046563","HSS-8076825","3KDPQT3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","OR Lounge","2","VIHATRP20230724-057","09/30/2031"
"PC049549","PC049549","HSS-8076826","6KDPQT3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","OR 5","2","VIHATRP20230724-058","09/30/2031"
"PC043273","PC043273","HSS-8076827","7NJPQT3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","OR 1","2","VIHATRP20230724-059","09/30/2031"
"PC045078","PC045078","HSS-8076828","GDXRQT3","VIHA-NWWSA-Nanaimo Wentworth Street Annex-Annex","Annex","3rd floor front office","","VIHATRP20230724-060","09/30/2031"
"PC044215","PC044215","HSS-8076829","3WRRQT3","VIHA-NWWSA-Nanaimo Wentworth Street Annex-Annex-1st Floor","Annex","Main Floor Team Room","1st Floor","VIHATRP20230724-061","09/30/2031"
"PC044228","PC044228","HSS-8076830","GFHRQT3","VIHA-NWWSA-Nanaimo Wentworth Street Annex-Annex-1st Floor","Annex","2nd floor - Admin / Rehab area","","VIHATRP20230724-062","09/30/2031"
"PC044536","PC044536","HSS-8076831","1WRRQT3","VIHA-NWWSA-Nanaimo Wentworth Street Annex-Annex-1st Floor","Annex","Team Room","1st Floor","VIHATRP20230724-063","09/30/2031"
"PC044227","PC044227","HSS-8076832","FDXRQT3","VIHA-NWWSA-Nanaimo Wentworth Street Annex-Annex-1st Floor","Annex","2nd floor Team room ","1","VIHATRP20230724-064","09/30/2031"
"PC052180","PC052180","HSS-8076833","8DXRQT3","VIHA-NWWSA-Nanaimo Wentworth Street Annex-Annex-1st Floor","Annex","Admin","1","VIHATRP20230724-065","09/30/2031"
"PC052180","PC052180","HSS-8076834","FFHRQT3","VIHA-NWWSA-Nanaimo Wentworth Street Annex-Annex-1st Floor","Annex","Admin","1","VIHATRP20230724-065","09/30/2031"
"PC034886","PC034886","HSS-8076835","9DXRQT3","VIHA-NWWSA-Nanaimo Wentworth Street Annex-Annex-1st Floor","Annex","Main floor","1","VIHATRP20230724-066","09/30/2031"
"PC047856","PC047856","HSS-8076837","7DXRQT3","VIHA-NWWS-Nanaimo Wentworth Street-Main Building-3rd Floor","Main Building","303","3","VIHATRP20230724-069","09/30/2031"
"PC022315","PC022315","HSS-8076838","J7PTVP3","VIHA-NWWS-Nanaimo Wentworth Street-Main Building-2nd Floor","Main Building","202 - ","2","VIHATRP20230724-070","09/30/2031"
"PC044535","PC044535","HSS-8076840","8VNTVP3","VIHA-NWWS-Nanaimo Wentworth Street-Main Building-3rd Floor","Main Building","3rd floor reception","3","VIHATRP20230724-072","09/30/2031"
"PC044535","PC044535","HSS-8076841","23PTVP3","VIHA-NWWS-Nanaimo Wentworth Street-Main Building-3rd Floor","Main Building","3rd floor reception","3","VIHATRP20230724-072","09/30/2031"
"PC031389","PC031389","HSS-8076843","HDXRQT3","VIHA-NCST-Nanaimo Chapel Street-Main Building-Main Building-1st Floor","Main Building","Admin Desk - Glass office","1","VIHATRP20230724-075","11/30/2031"
