City,Location,Building,Floor,Room
Lake Cowichan,VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor,Main Building,1,Carolyn's Office
Lake Cowichan,VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor,Main Building,1,Clinic Room (RM 9)
Lake Cowichan,VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor,Main Building,1,Nurse Swing Room
Lake Cowichan,VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor,Main Building,1,Reception (Back loan laptop)
Lake Cowichan,VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor,Main Building,1,Sandy's office
Mill Bay,VIHA-MBRC-Mill Bay Radiology Centre-Main Building-1st Floor,Main Building,1,Rad Workstation(CN)
Mill Bay,VIHA-MBRC-Mill Bay Radiology Centre-Main Building-1st Floor,Main Building,1,Suite 250 Reception Desk
Mill Bay,VIHA-MBRC-Mill Bay Radiology Centre-Main Building-1st Floor,Main Building,1,Ultrasound Room
Mill Bay,VIHA-MBRC-Mill Bay Radiology Centre-Main Building-1st Floor,Main Building,1,X-Ray Area
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-1st Floor,Annex Building,1,112 (Clinic Room)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-1st Floor,Annex Building,1,112B ()
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-1st Floor,Annex Building,1,17 (Administration)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor,Annex Building,2,21A()
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor,Annex Building,2,21b
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor,Annex Building,2,221()
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor,Annex Building,2,221B (Home Care Nursing)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor,Annex Building,2,221B (Home Care Nursing)(CN)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor,Annex Building,2,221B()
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor,Annex Building,2,222 (Home Care Nursing)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor,Annex Building,2,222 (Home Care Nursing)(CN)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor,Annex Building,2,224 (Home Care Nursing)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor,Annex Building,2,225 (Home Care Nursing)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor,Annex Building,2,26 (CHS Rehab)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,032 (Support Services)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,101 (Admitting)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,102 (Desk 1)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,102 (Desk 2)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,102 (Desk 3)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,102 (Health Records)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,103 - in Storage (Telehealth)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,103 (Admin)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,103 (Administrative Assistant)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,104 (Outpatient Laboratory)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,107 (Telehealth)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,109 (Clinical Lead)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,114 (Long Term Care - Nurse Station)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,115 (Activities Aide)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,130 (Laboratory)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,133 (Medical Imaging)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,134 (Medical Imaging)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,13a
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,145 (ER/ACU - Physio Gym)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,152 (ER/ACU - Ante Room)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,153 (ACU - Ante Room)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,194 (Trauma)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,195 (Trauma Room / OR)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,ACU - Main Nurse Station
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,Acute Care
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,ER/ACU (Main Nurse Station)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,ER/ACU (Patient Bed Area)(In Storage)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,ER/ACU (Physicians Area)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,Main Nurse Station
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,Main Nurse Station (Security Camera PC)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,Nursing Station (New Entrance)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,Outside Nursing Station (New Entrance)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor,Main Building,1,Room 107 (PSO/Security)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-Basement 1,Main Building,G,004 (Social Worker - Cesca Zamboni)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-Basement 1,Main Building,G,009 (Dietician)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-Basement 1,Main Building,G,028 (FMO Workshop Area)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-Basement 1,Main Building,G,029 (FMO Office M. Casey)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-Basement 1,Main Building,G,038 (Patricia Byron)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-Basement 1,Main Building,G,039 (Pharmacy Area)
Salt Spring Island,VIHA-LMH-Lady Minto Hospital-Main Building-Basement 1,Main Building,G,045 (Pharmacy Office)
Salt Spring Island,VIHA-SSCHC-Salt Spring Island Creek House-Main Building-1st Floor,Main Building,1,In box at Reception
Salt Spring Island,VIHA-SSCHC-Salt Spring Island Creek House-Main Building-1st Floor,Main Building,1,Reception (CN)
Salt Spring Island,VIHA-SSCHC-Salt Spring Island Creek House-Main Building-1st Floor,Main Building,1,Room 2 (Clinic Room)(CN)
Salt Spring Island,VIHA-SSCHC-Salt Spring Island Creek House-Main Building-1st Floor,Main Building,1,Room 3 (Clinic Room)
Salt Spring Island,VIHA-SSCHC-Salt Spring Island Creek House-Main Building-1st Floor,Main Building,1,Room 4 (Public Health Nurse)
Salt Spring Island,VIHA-SSCHC-Salt Spring Island Creek House-Main Building-1st Floor,Main Building,1,Storage Box
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,1,202 - Reception (Section A)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,1,Admin Office (Floor 1)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,1,Admin Office (Floor 1)(Storage)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,1,Admin Shelf (Floor 1)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,1,Kitchen (Floor 1)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,1,Office 3 (Section B)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,1,Phyc Swing (Floor 1)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,2,201 - (Admin Section A)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,2,201 - (in storage)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,2,204 - 0 (Group Room)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,2,Office 1 (Section A)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,2,Office 2 (Section A)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,2,Office 5 (Section C)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,2,Office 6 (Section C)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Lancer Building,2,Office 7 (Section C)
Salt Spring Island,VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor,Main Building,2,204 - 4 (Section B)
Alert Bay,VIHA-Alert Bay,Main Building,0,-
Alert Bay,VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor,Main Building,0,-
Bamfield,VIHA-BAM-Bamfield Health Centre-Main Building-1st Floor,Main Building,0,-
Brentwood Bay,VIHA-BMR-Brentwood Marchant Road-Sluggett House-1st Floor,Main Building,0,-
Brentwood Bay,VIHA-BSCR-Brentwood Stelly's Cross Road,Main Building,0,-
Campbell River,VIHA-Campbell River,Main Building,0,-
Campbell River,VIHA-CRDS-Campbell River Dogwood Street,Main Building,0,-
Campbell River,VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor,Main Building,0,-
Campbell River,VIHA-CRED-Campbell River Eagle Drive-Main Building-2nd Floor,Main Building,0,-
Campbell River,VIHA-CRG-Campbell River General Hospital,Main Building,0,-
Campbell River,VIHA-CRG-Campbell River General Hospital-Corporate-Whitehouse,Main Building,0,-
Campbell River,VIHA-CRG-Campbell River General Hospital-Corporate-Whitehouse-1st Floor,Main Building,0,-
Campbell River,VIHA-CRG-Campbell River General Hospital-Corporate-Whitehouse-2nd Floor,Main Building,0,-
Campbell River,VIHA-CRG-Campbell River General Hospital-Main Building,Main Building,0,-
Campbell River,VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor,Main Building,0,-
Campbell River,VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor,Main Building,0,-
Campbell River,VIHA-CRG-Campbell River General Hospital-Main Building-3rd Floor,Main Building,0,-
Campbell River,VIHA-CRG-Campbell River General Hospital-Main Building-4th Floor,Main Building,0,-
Campbell River,VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1,Main Building,0,-
Campbell River,VIHA-CRHCC-Campbell River Home & Community Care,Main Building,0,-
Campbell River,VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor,Main Building,0,-
Campbell River,VIHA-CRHCC-Campbell River Home & Community Care-Main Building-2nd Floor,Main Building,0,-
Campbell River,VIHA-CRIP-Campbell River Ironwood Place-Main Building-1st Floor,Main Building,0,-
Campbell River,VIHA-CRMC-Campbell River Marwalk Crescent-Main Building,Main Building,0,-
Campbell River,VIHA-CRMC-Campbell River Marwalk Crescent-Main Building-1st Floor,Main Building,0,-
Campbell River,VIHA-CRMHAS-Campbell River Mental Health & Addiction Services,Main Building,0,-
Campbell River,VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor,Main Building,0,-
Campbell River,VIHA-CRPH-Campbell River Public Health-Main Building,Main Building,0,-
Campbell River,VIHA-CRPH-Campbell River Public Health-Main Building-2nd Floor,Main Building,0,-
Campbell River,VIHA-CRSR_1307-Campbell River Shoppers Row (Unit 1307)-Main Building,Main Building,0,-
Campbell River,VIHA-CRSR_1307-Campbell River Shoppers Row (Unit 1307)-Main Building-1st Floor,Main Building,0,-
Campbell River,VIHA-CRTA-Campbell River Twelve Avenue-Main Building-1st Floor,Main Building,0,-
Campbell River,VIHA-NIMC-North Island Medical Clinic-Main Building -1st Floor,Main Building,0,-
Campbell River,VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor,Main Building,0,-
Chemainus,VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor,Main Building,0,-
Chemainus,VIHA-CHCC-Chemainus Health Care Centre-Main Building-Basement 1,Main Building,0,-
Comox,VIHA-SJC-St. Joseph's Campus-Main Building-1st Floor,Main Building,0,-
Comox,VIHA-SJC-St. Joseph's Campus-Main Building-2nd Floor,Main Building,0,-
Comox,VIHA-SJC-St. Joseph's Campus-Main Building-3rd Floor,Main Building,0,-
Courtenay,VIHA-AMHO-Auxiliary Mental Health Office,Main Building,0,-
Courtenay,VIHA-AMHO-Auxiliary Mental Health Office-Main Building,Main Building,0,-
Courtenay,VIHA-AMHO-Auxiliary Mental Health Office-Main Building-1st Floor,Main Building,0,-
Courtenay,VIHA-CCA_92-Courtenay Cliffe Avenue (#92)-Main Building-1st Floor,Main Building,0,-
Courtenay,VIHA-CCA-Courtenay Cliffe Avenue,Main Building,0,-
Courtenay,VIHA-CCA-Courtenay Cliffe Avenue-Main Building-1st Floor,Main Building,0,-
Courtenay,VIHA-CCRHC-Courtenay Cumberland Road Health Unit-Main Building-1st Floor,Main Building,0,-
Courtenay,VIHA-CDLS-Courtenay Downtown Lab Services-Main Building-1st Floor,Main Building,0,-
Courtenay,VIHA-CHU-Coastal Health Unit-Main Building-1st Floor,Main Building,0,-
Courtenay,VIHA-CHU-Coastal Health Unit-Main Building-2nd Floor,Main Building,0,-
Courtenay,VIHA-CIHN-Courtenay Integrated Health Networks,Main Building,0,-
Courtenay,VIHA-CIHN-Courtenay Integrated Health Networks-Main Building-3rd Floor,Main Building,0,-
Courtenay,VIHA-CVCHC-Comox Valley Community Health Centre-Main Building-1st Floor,Main Building,0,-
Courtenay,VIHA-CVHCC-Comox Valley Home & Community Care-Main Building,Main Building,0,-
Courtenay,VIHA-CVHCC-Comox Valley Home & Community Care-Main Building-1st Floor,Main Building,0,-
Courtenay,VIHA-CVH-Comox Valley Hospital,Main Building,0,-
Courtenay,VIHA-CVH-Comox Valley Hospital-Main Building,Main Building,0,-
Courtenay,VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor,Main Building,0,-
Courtenay,VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor,Main Building,0,-
Courtenay,VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor,Main Building,0,-
Courtenay,VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor,Main Building,0,-
Courtenay,VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor,Main Building,0,-
Courtenay,VIHA-CVMHAS-Comox Valley Mental Health & Addiction Services-Main Building-1st Floor,Main Building,0,-
Courtenay,VIHA-CVNC-Comox Valley Nursing Centre,Main Building,0,-
Courtenay,VIHA-CVNC-Comox Valley Nursing Centre-Main Building-1st Floor,Main Building,0,-
Courtenay,VIHA-CVSVCLAL-Comox Valley Seniors Village & Casa Loma Assisted Living-Main Building-1st Floor,Main Building,0,-
Courtenay,"VIHA-NICYF-North Island Child, Youth & Family",Main Building,0,-
Courtenay,"VIHA-NICYF-North Island Child, Youth & Family-Main Building",Main Building,0,-
Courtenay,"VIHA-NICYF-North Island Child, Youth & Family-Main Building-1st Floor",Main Building,0,-
Courtenay,VIHA-RHARF-Ryan Hill Apartments Residential Facility-Main Building,Main Building,0,-
Courtenay,VIHA-RHARF-Ryan Hill Apartments Residential Facility-Main Building-1st Floor,Main Building,0,-
Cumberland,VIHA-CCDF-Cumberland Community Dialysis Facility-Main Building-1st Floor,Main Building,0,-
Cumberland,VIHA-CHC-Cumberland Health Centre,Main Building,0,-
Cumberland,VIHA-CHC-Cumberland Health Centre-Main Building,Main Building,0,-
Cumberland,VIHA-CHC-Cumberland Health Centre-Main Building-1st Floor,Main Building,0,-
Cumberland,VIHA-CHC-Cumberland Health Centre-Main Building-Basement 1,Main Building,0,-
Cumberland,VIHA-CRL-Cumberland Regional Hospital Laundry Society-Main Building-1st Floor,Main Building,0,-
Denman Island,VIHA-DIHU-Denman Island Health Unit-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-CDH-Cowichan District Hospital,Main Building,0,-
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor,Main Building,0,-
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor,Main Building,0,-
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor,Main Building,0,-
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,0,-
Duncan,VIHA-CLRC-Cowichan Lodge,Main Building,0,-
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-CPRC-Cairnsmore Place (CDH),Main Building,0,-
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-CPRF-Caulfield Place Residential Facility-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-CQSS-Cowichan Quw'utsun Secondary School,Main Building,0,-
Duncan,VIHA-CQSS-Cowichan Quw'utsun Secondary School-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-CUPCC-Cowichan Urgent Primary Care Centre,Main Building,0,-
Duncan,VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-DJS-Duncan Jubilee Street-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,0,-
Duncan,VIHA-DSS-Duncan Station Street-Main Building-2nd Floor,Main Building,0,-
Duncan,VIHA-DWH-Duncan Waldon House-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-FHMH-Floral House Mental Health-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,0,-
Duncan,VIHA-WHMH-Wisteria House Mental Health-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-WRMH-Wicks Road Mental Health-Main Building-1st Floor,Main Building,0,-
Duncan,VIHA-WRMH-Wicks Road Mental Health-Main Building-2nd Floor,Main Building,0,-
Gabriola Island,VIHA-GIHC-Gabriola Island Health Centre,Main Building,0,-
Gabriola Island,VIHA-GIHC-Gabriola Island Health Centre-Main Building-1st Floor,Main Building,0,-
Galiano Island,VIHA-GIHU-Galiano Island Health Unit,Main Building,0,-
Galiano Island,VIHA-GIHU-Galiano Island Health Unit-Main Building,Main Building,0,-
Galiano Island,VIHA-GIHU-Galiano Island Health Unit-Main Building-1st Floor,Main Building,0,-
Gold River,VIHA-GRHC-Gold River Health Centre-Main Building,Main Building,0,-
Gold River,VIHA-GRHC-Gold River Health Centre-Main Building-1st Floor,Main Building,0,-
Hornby Island,VIHA-HDHS-Hornby/ Denman Home Support-Main Building-1st Floor,Main Building,0,-
Hornby Island,VIHA-HIHC-Hornby Island Health Centre-Main Building-1st Floor,Main Building,0,-
Kamloops,VIHA-KDC-Kamloops Data Centre,Main Building,0,-
Kyuquot,VIHA-KYU-Kyuquot Outpost Hospital,Main Building,0,-
Kyuquot,VIHA-KYU-Kyuquot Outpost Hospital-Main Building-1st Floor,Main Building,0,-
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre,Main Building,0,-
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,0,-
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1,Main Building,0,-
Lake Cowichan,VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor,Main Building,0,-
Mansons Landing,VIHA-CIHU-Cortes Island Health Unit-Main Building-1st Floor,Main Building,0,-
Mayne Island,VIHA-MIHU-Mayne Island Health Unit-Main Building-1st Floor,Main Building,0,-
Mill Bay,VIHA-MBRC-Mill Bay Radiology Centre-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-BCN-Bowen Center Nanaimo,Main Building,0,-
Nanaimo,VIHA-BCN-Bowen Center Nanaimo-Main Building,Main Building,0,-
Nanaimo,VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-BCSWC-Barsby Community School Wellness Centre-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services,Main Building,0,-
Nanaimo,VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building,Main Building,0,-
Nanaimo,VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-CDC-Clearview Detox Centre,Main Building,0,-
Nanaimo,VIHA-CDC-Clearview Detox Centre-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-CDT-Communicable Disease & Travel,Main Building,0,-
Nanaimo,VIHA-CDT-Communicable Disease & Travel-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-CISC-Centre Island Surgical Centre,Main Building,0,-
Nanaimo,VIHA-CISC-Centre Island Surgical Centre-Main Building,Main Building,0,-
Nanaimo,VIHA-CISC-Centre Island Surgical Centre-Main Building-Basement 1,Main Building,0,-
Nanaimo,VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre,Main Building,0,-
Nanaimo,VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building,Main Building,0,-
Nanaimo,VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-DPRC-Dufferin Place (NRGH),Main Building,0,-
Nanaimo,VIHA-DPRC-Dufferin Place (NRGH)-Main Building,Main Building,0,-
Nanaimo,VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-DPRC-Dufferin Place (NRGH)-Main Building-Basement 1,Main Building,0,-
Nanaimo,VIHA-MAUPCC-Medical Arts Urgent Primary Care Centre,Main Building,0,-
Nanaimo,VIHA-MAUPCC-Medical Arts Urgent Primary Care Centre-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-MDO-Metral Drive Offices,Main Building,0,-
Nanaimo,VIHA-MDO-Metral Drive Offices-Main Building,Main Building,0,-
Nanaimo,VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor,Main Building,0,-
Nanaimo,VIHA-NAN-Nanaimo Data Centre,Main Building,0,-
Nanaimo,VIHA-NBCBC-Nanaimo Boundary Crescent Beaufort Centre-Main Building,Main Building,0,-
Nanaimo,VIHA-NBCBC-Nanaimo Boundary Crescent Beaufort Centre-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-NBC-Nanaimo Bowen Centre,Main Building,0,-
Nanaimo,VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-NBRMC-Nanaimo Bowen Road Madrona Clinic,Main Building,0,-
Nanaimo,VIHA-NBRMC-Nanaimo Bowen Road Madrona Clinic-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-NCDF-Nanaimo Community Dialysis Facility,Main Building,0,-
Nanaimo,VIHA-NCDF-Nanaimo Community Dialysis Facility-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-NCMC-Nanaimo Colville Medical Center-Main Building,Main Building,0,-
Nanaimo,VIHA-NCMC-Nanaimo Colville Medical Center-Main Building-3rd Floor,Main Building,0,-
Nanaimo,VIHA-NCST-Nanaimo Chapel Street,Main Building,0,-
Nanaimo,VIHA-NCST-Nanaimo Chapel Street-Main Building-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-NDBC-Nanaimo Dufferin Boundary Crescents,Main Building,0,-
Nanaimo,VIHA-NDBC-Nanaimo Dufferin Boundary Crescents-Main Building,Main Building,0,-
Nanaimo,VIHA-NDBC-Nanaimo Dufferin Boundary Crescents-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-NDC-Nanaimo Dufferin Centre-Main Building,Main Building,0,-
Nanaimo,VIHA-NDC-Nanaimo Dufferin Centre-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-NDHF-Nanaimo & District Hospital Foundation-Main Building,Main Building,0,-
Nanaimo,VIHA-NDHF-Nanaimo & District Hospital Foundation-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-NER-Nanaimo Estevan Road,Main Building,0,-
Nanaimo,VIHA-NER-Nanaimo Estevan Road-Main Building,Main Building,0,-
Nanaimo,VIHA-NER-Nanaimo Estevan Road-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-NER-Nanaimo Estevan Road-Main Building-2nd Floor,Main Building,0,-
Nanaimo,VIHA-NER-Nanaimo Estevan Road-Main Building-3rd Floor,Main Building,0,-
Nanaimo,VIHA-NHC-Nanaimo Health Centre,Main Building,0,-
Nanaimo,VIHA-NHC-Nanaimo Health Centre-Main Building,Main Building,0,-
Nanaimo,VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-NHC-Nanaimo Health Centre-Main Building-2nd Floor,Main Building,0,-
Nanaimo,VIHA-NLFR-Nanaimo Littleford Road-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-NMHAS-Nanaimo Mental Health & Addiction Services,Main Building,0,-
Nanaimo,VIHA-NMHAS-Nanaimo Mental Health & Addiction Services-Main Building-1st Floor,Main Building,0,-
Nanaimo,VIHA-NMMC-Nanaimo Millstone Medical Centre,Main Building,0,-
