"name","asset_tag","serial_number","location.city","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location"
"PC031404","HSS-8061412","2M25XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","Main Pharmacy dispensary (supervisor's office)","G","VIHATRP20220815-008","11/30/2026","05/10/2025","Critical Clinical","Pharmacy"
"LD030791","HSS-8022393","9BYB593","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Main Pharmacy dispensary (supervisor's office)","1","VIHATRP20210621-042","12/31/2025","05/10/2025","General Rounding","Pharmacy"
"LD093121","HSS-1048954","18HWVH3","Nanaimo","VIHA-RCO-Regional Corporate Office-Main Building-2nd Floor","6551 Aulds Road","Main reception - admin to assist","2","REQ1568907-RITM1655376-SCTASK2656691","12/31/2028","","","COV HR Information Systems Adm"
"PC077330","HSS-1035201","DNK25K3","Duncan","VIHA-CPRF-Caulfield Place Residential Facility-Main Building-1st Floor","Main Building","Main Room","1","REQ0428109-RITM0448799-SCTASK0993749","09/30/2026","12/18/2023","General Rounding","(TBD)"
"LD057913","HSS-1031664","H43X5G3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","Main Room","1","REQ0438684-RITM0459927-SCTASK0717187","03/31/2026","06/13/2025","General Rounding","PAHC"
"LD055006","HSS-8096457","9KMTFW3","Nanaimo","VIHA-NER-Nanaimo Estevan Road-Main Building-2nd Floor","Main","Main Room","1st Floor","ISLHTRP20251110-015","03/31/2029","","General Rounding","COV Revenue Billing"
"PC044201","HSS-8090012","2SS4144","Nanaimo","VIHA-CDC-Clearview Detox Centre-Main Building-1st Floor","Main Building","Main Staff Office","1st Floor","VIHATRP20240923-023","10/31/2028","06/14/2025","General Rounding","Nanaimo MHSU Acute"
"PC033461","HSS-8061451","6GG5XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","Main Station","G","VIHATRP20220815-047","11/30/2026","12/13/2023","General Rounding","Thermal Energy"
"LD035585","HSS-8095145","JFHQ774","Nanaimo","VIHA-NWWSA-Nanaimo Wentworth Street Annex-Annex-1st Floor","Annex","main team room","1st Floor","ISLHTRP20250825-031","10/31/2029","","",""
"PC032053","HSS-8076685","C4VVPR3","Nanaimo","VIHA-NWWSA-Nanaimo Wentworth Street Annex-Annex-1st Floor","Annex","main- team room ","1","VIHATRP20230724-067","06/30/2027","","General Rounding","Nanaimo Admin Support"
"PC061469","HSS-8087026","8TW5724","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Main Building","Maintenance Engineers","3rd Floor","VIHATRP20240527-075","07/31/2028","","","CI/NI Nanaimo FMO"
"PC045535","HSS-8083131","C2W13Z3","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","MAINTENANCE OFFICE(TBD)","1","VIHATRP20240205-030","03/31/2028","","General Rounding","FMO"
"PC067033","HSS-8069143","3P7YTH3","Nanaimo","VIHA-NBRMC-Nanaimo Bowen Road Madrona Clinic","","Mammo File Area","","VIHATRP20221128-034","06/30/2026","10/17/2025","General Rounding",""
"LD065048","HSS-8021233","CQWZDB3","Nanaimo","VIHA-CDC-Clearview Detox Centre-Main Building-1st Floor","Main","Manager's Office","1","VIHATRP20210503-037","08/31/2025","06/14/2025","General Rounding",""
"PC057784","HSS-8076635","53FVPR3","Nanaimo","VIHA-CDC-Clearview Detox Centre-Main Building-1st Floor","Main Building","Manager's Office","1","VIHATRP20230724-017","06/30/2027","06/14/2025","General Rounding","CDM Mental Health Admin"
"LD086034","HSS-1046349","193RTW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Clearview Detox","Managers Office","","REQ1267029-RITM1335793-SCTASK2170944","05/31/2028","08/15/2024","General Rounding",""
"LD033862","HSS-8074087","FX1SQV3","Parksville","VIHA-TLLTC-Trillium Lodge-Main Building-1st Floor","Main Building","managers office","1st Floor","VIHATRP20230501-079","07/31/2026","03/04/2025","General Rounding","LTC VIHA Admin"
"LD029935","HSS-8076620","43RY4X3","Nanaimo","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","Managers office ","1","VIHATRP20230724-002","08/31/2027","","","Sched Serv QI & Ed"
"PC031380","HSS-8060551","G8KQQN3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","","Maple room","","VIHATRP20220802-056","11/30/2026","","",""
"LD066673","HSS-8089645","4HFJVW3","Mayne Island","VIHA-MIHU-Mayne Island Health Unit-Main Building-1st Floor","Main Building","Mayne Island Health unit","1st Floor","VIHATRP20240909-015","10/31/2028","","","COVID Saanich Gulf Islds Admin"
"LD041779","HSS-8084050","CLFKVH3","Nanaimo","VIHA-MDO-Metral Drive Offices","","MDO office ","","VIHATRP20240304-043","03/31/2028","","","Hlth Well & Compliance"
"AO800374","HSS-8081049","T22C19M146","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-121","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO800357","HSS-8081032","T22C20M104","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-104","01/31/2028","08/24/2025","General Rounding","MDRD"
"AO800367","HSS-8081042","T22C20M099","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-114","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO800368","HSS-8081043","T22C20M083","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-115","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO800371","HSS-8081046","T22C19M133","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-118","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO800373","HSS-8081048","T22C20M101","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-120","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO800364","HSS-8081039","T22C19M110","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-111","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO800363","HSS-8081038","T22C19M124","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-110","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO800362","HSS-8081037","T22C19M118","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-109","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO800359","HSS-8081034","T22C19M103","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-106","01/31/2028","06/28/2025","Mobile Cart","MDRD"
"AO800365","HSS-8081040","T22C19M093","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-112","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"WT_860DNC00374","C006418","860DNC00374","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main building","MDRD","Ground Floor","","","","Excluded"," "
"AO800361","HSS-8081036","T22C19M087","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-108","01/31/2028","08/24/2025","General Rounding","MDRD"
"AO800370","HSS-8081045","T22C19M111","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-117","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO800358","HSS-8081033","T22C20M066","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-105","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO800369","HSS-8081044","T22C19M119","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-116","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"TD031561","HSS-1034873","8VHJLN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","MDRD","G","REQ0547046-RITM0574262-SCTASK0901192","08/31/2026","06/30/2025","General Rounding","MDRD"
"AO800372","HSS-8081047","T22C19M114","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-119","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO400429","HSS-8083696","T22C19M121","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","MDRD","G","VIHATRP20240219-083","03/31/2028","08/24/2025","General Rounding","MDRD"
"AO800375","HSS-8081050","T22C20M090","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-122","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO800360","HSS-8081035","T22C19M076","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","MDRD","G","VIHATRP20231120-107","01/31/2028","08/24/2025","Mobile Cart","MDRD"
"AO400077","HSS-8073701","C23202M090","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","Med room","2","VIHATRP20230417-070","09/30/2027","08/28/2025","Mobile Cart","Paediatrics"
"LD032572","HSS-8061487","FVB1MN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","Med Room (Locked in this room)","2","VIHATRP20220815-083","11/30/2026","07/11/2025","General Rounding","Perinatal"
"AO400324","HSS-8074022","C23202M071","Nanaimo","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor","Main Building","Medcart","1","VIHATRP20230501-014","07/31/2026","","Mobile Cart",""
"LD045669","HSS-8090594","59LHVW3","Nanaimo","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main Building","Medical Health Office","3rd Floor","VIHATRP20241014-045","01/31/2029","","Excluded","SI Medical Health  Officer"
"LD035572","HSS-8078151","1NTP5X3","Nanaimo","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main Building","Medical Health Office - Admin","3 ","VIHATRP20230904-086","10/31/2027","12/27/2023","General Rounding","Medical Health Officer"
"LD036052","HSS-8062116","FJ97MN3","Nanaimo","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor","Main Building","Medical Imaging","1","VIHATRP20220929-005","12/31/2026","","General Rounding",""
"PC077541","HSS-1036639","7DQ5XP3","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main","Medical Imaging","1","REQ0636245-RITM0668337-SCTASK1084599","11/30/2026","07/18/2025","General Rounding","Medical Imaging"
"LD058701","HSS-8095117","CLYQ774","Nanaimo","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","Medical Imaging Room","","ISLHTRP20250825-001","10/31/2029","","",""
"PC090461","HSS-1048958","C5BQK44","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Main","Meds","Ground","REQ1549378-RITM1634738-SCTASK2631163","12/31/2028","01/16/2025","General Rounding","In Patient Psychiatry"
"LD055501","HSS-8092840","G6PSFW3","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","","Meeting RM 2","","VIHATRP20250331-036","03/31/2029","","General Rounding",""
"LD065855","HSS-8076694","106Z4X3","Nanaimo","VIHA-NCST-Nanaimo Chapel Street-Main Building-Main Building-1st Floor","Main Building","Meeting Room","1","VIHATRP20230724-076","10/31/2027","","","QMC Public Health Nursing"
"LD065620","HSS-8074034","9GV1JW3","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","Meeting Room #2","2","VIHATRP20230501-026","07/31/2026","12/10/2025","General Rounding","PA Westcoast Admin Support"
"AO400453","HSS-8074043","C23202M046","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","Meeting Room #2","2","VIHATRP20230501-035","07/31/2026","10/10/2025","Mobile Cart",""
"PC037423","HSS-8070585","DCRMPR3","Duncan","VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor","Main Building","Meeting Room A","1","VIHATRP20230109-026","02/28/2027","12/16/2025","General Rounding","Mental Health and Substance Abuse"
"LD059441","HSS-8096304","PF5SLKM8","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","Main Building","metro","1st Floor","ISLHTRP20251027-006","","","General Rounding","Renal Unit"
"PC048771","HSS-8079927","97D2QR3","Nanaimo","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main Building","MHO Admin","3rd Floor","VIHATRP20231030-115","06/30/2027","","","Medical Health Officer"
"PC031048","HSS-8067881","GLZ2XP3","Nanaimo","VIHA-NMHAS-Nanaimo Mental Health & Addiction Services","","MHSU 3151 Barons Road Nanaimo","","VIHATRP20221024-012","02/28/2027","","General Rounding",""
"LD102946","HSS-1048175","CKX2WH3","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","OHC","MHSU Department","2","REQ1480461-RITM1562006-SCTASK2525447","10/31/2028","09/07/2025","General Rounding",""
"LD091415","HSS-1048177","HNVSQW3","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","OHC","MHSU Departrment","2","REQ1480462-RITM1562007-SCTASK2526036","10/31/2028","12/10/2025","General Rounding",""
"PC030110","HSS-8092834","F8X8D14","Parksville","VIHA-OHC-Oceanside Health Centre","Main Building","MI Booking","1st Floor","VIHATRP20250331-030","02/28/2029","","General Rounding","Protection Svcs Admin"
"PC077157","HSS-1036376","2R7YTH3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","MI Reception ISC Workstation 2 (backup ISC on left","1","REQ0557074-RITM0584944-SCTASK0963529","06/30/2026","12/09/2025","General Rounding","Medical Imaging"
"LD056215","HSS-8095633","1Y4P774","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","Michelle Nelson","","ISLHTRP20250915-031","09/30/2029","","",""
"PC031893","HSS-8060580","6CNQQN3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main","Michelle reception","1","VIHATRP20220802-080","11/30/2026","01/22/2025","General Rounding","Home Care"
"PC036143","HSS-8076658","BXQVPR3","Nanaimo","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","Middle psych desk in reception","1","VIHATRP20230724-040","06/30/2027","","General Rounding","Nanaimo Admin Support"
"LD065114","HSS-8023431","B1S8BC3","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main","Mobile","2","VIHATRP20210809-054","02/28/2026","10/10/2025","General Rounding","Home Support Nursing"
"PC051774","HSS-8069170","4VB2RN3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Mobile MRI (Outside)","Mobile MRI Trailer - Technologist","G","VIHATRP20221128-073","01/31/2027","09/16/2025","General Rounding","Medical Imaging"
"PC047841_EVG","HSS-8069151","19KQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","MRI Booking","1","VIHATRP20221128-046","01/31/2027","12/09/2025","General Rounding","Medical Imaging"
"PC052173","HSS-8069165","5J72RN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","MRI Booking","1","VIHATRP20221128-065","01/31/2027","12/09/2025","General Rounding","Medical Imaging"
"PC067004","HSS-8069164","JJNQ0M3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","MRI Booking Office","1","VIHATRP20221128-064","02/28/2027","12/09/2025","General Rounding","Medical Imaging"
"PC065083","HSS-8024388","7ZFPDF3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main","MRI Reading","1","VIHATRP20210920-022","05/31/2026","12/09/2025","General Rounding","Medical Imaging"
"PC066032","HSS-8026031","CRDFNK3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","MRI Reading RM","1","VIHATRP20220103-010","05/31/2026","12/09/2025","General Rounding","Medical Imaging"
"PC050797","HSS-8071479","J45NPR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","MRI-16","1","VIHATRP20230130-045","04/30/2027","12/09/2025","General Rounding","Medical Imaging"
"PC052176","HSS-8057890","FXZ6VH3","Nanaimo","VIHA-NBRMC-Nanaimo Bowen Road Madrona Clinic-Main Building-1st Floor","","MRI-16 Transcription Office","","VIHATRP20220404-021","06/30/2026","10/17/2025","General Rounding",""
"PC036060","HSS-8079832","9CYVPR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","MRI-22 Control Area","1st Floor","VIHATRP20231030-020","06/30/2027","","General Rounding","Magnetic Resonance Imaging"
"PC080019","HSS-1048810","67BQK44","Qualicum Beach","VIHA-EPLTC-Eagle Park","Eagle Park","Multipurpose room","1","REQ1536554-RITM1621097-SCTASK2640849","12/31/2028","","General Rounding",""
"AO005693","HSS-1961926","C25122M051","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Critical Care","N/A","1","DMND0005147","06/30/2029","","",""
"AO005705","HSS-1940001","C25123M254","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","N/A","1","DMND0005147","06/30/2029","09/12/2025","Mobile Cart","HAU"
"LD031310","HSS-8060566","8Y73NN3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main","N/A","1","VIHATRP20220802-087","11/30/2026","04/25/2025","General Rounding","Public Health Nursing"
"LD085886","HSS-1045724","JTHJGW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","VIHA-NRGH","N/A","1","REQ1238457-RITM1304985-SCTASK2100099","04/30/2028","","Excluded",""
"LD035306","HSS-8086541","J9RVCW3","Nanaimo","VIHA-NDBC-Nanaimo Dufferin Boundary Crescents","Main Building","N/A","1st Floor","VIHATRP20240513-023","06/30/2028","","General Rounding","HC Admin Practice & Educ"
"AO005706","HSS-1940000","C25123M224","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Critical Care","N/A","1","DMND0005147","06/30/2029","","","VGH PACU/SDC"
"AO005703","HSS-1961936","C25122M039","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Critical Care","N/A","1","DMND0005147","06/30/2029","","","VGH Adult ICU and HAU"
"LD061291","HSS-1035180","48CC6J3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","N/A (Work From Home)","B1","REQ0600333-RITM0630547-SCTASK0993690","09/30/2026","01/10/2025","General Rounding","COS Clinical Imp & Informatics"
"PC036083","HSS-8083632","5Y9SG04","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent-Main Building-Basement 1","","N/A - Please contact","","VIHATRP20240219-019","03/31/2028","","General Rounding",""
"LD065705","HSS-8067938","8MXFMN3","Nanaimo","VIHA-NBCBC-Nanaimo Boundary Crescent Beaufort Centre-Main Building-1st Floor","Main-13","Nanaimo Community Virtual Care","1","VIHATRP20221024-069","02/28/2027","10/29/2025","General Rounding","HPV Home Care Monitoring"
"LD090405","HSS-1045221","7R289W3","Nanaimo","VIHA-NER-Nanaimo Estevan Road-Main Building-3rd Floor","Main","Nanaimo Estevan Road","3","REQ1209690-RITM1274168-SCTASK2040505","02/29/2028","","Excluded",""
"LD060171","HSS-1032324","85B02J3","Nanaimo","VIHA-BCN-Bowen Center Nanaimo","","Nanaimo PCN office - NBC Unit 25","","REQ0483233-RITM0506752-SCTASK0795546","04/30/2026","","General Rounding",""
"PC040695","HSS-8076638","86YVPR3","Nanaimo","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","","Nanaimo Staff Scheduling","","VIHATRP20230724-020","06/30/2027","05/02/2025","General Rounding","Region 2 Scheduling Nanaim"
"PC021715","HSS-8062328","3PF5XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","Narcotics Room","G","VIHATRP20220906-041","12/31/2026","12/02/2025","General Rounding","Pharmacy"
"PC040892","HSS-8062189","FYFQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","Narcotics Room","G","176293","12/31/2026","12/02/2025","General Rounding","Pharmacy"
"PC035998","HSS-8077175","7NMVPR3","Duncan","VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1","Main Building","Near Reception - Basement","G","VIHATRP20230807-026","06/30/2027","12/15/2025","General Rounding","Public Health"
"LD034792","HSS-8094440","J1JKP54","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent-Main Building-1st Floor","Main Building","Net Ops","1st Floor","ISLHTRP20250714-074","03/31/2029","","",""
"PC036158","HSS-8076425","4MMVPR3","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent-Main Building-2nd Floor","Main Building","Network Installations","2","VIHATRP20230717-037","06/30/2027","","General Rounding","Network Operations"
"PC039988","HSS-8076420","F7YVPR3","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent-Main Building-1st Floor","Main Building","Network Installations","1","VIHATRP20230717-031","06/30/2027","","General Rounding","Network Operations"
"LD032429","HSS-8076427","35MY4X3","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent-Main Building-2nd Floor","Main Building","Network Installations","2","VIHATRP20230717-039","08/31/2027","","General Rounding","Network Operations"
"PC037562","HSS-8083630","9T9SG04","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent-Main Building-2nd Floor","Main Building","Network Rack","2nd Floor","VIHATRP20240219-017","03/31/2028","","General Rounding","Network & Solutions Admin"
"PC037561","HSS-8076423","H91T1V3","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent-Main Building-2nd Floor","Main Building","Network Services","2","VIHATRP20230717-035","08/31/2027","","General Rounding","Network Operations"
"LD066541","HSS-8083629","CTCB9W3","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent-Main Building-2nd Floor","Main Building","Network Services Tech II","2nd Floor","VIHATRP20240219-016","03/31/2028","","General Rounding","Network Operations"
"LD125001","HSS-1042101","5GZFLN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","New FMO Office/Trailer Second office on the right","G","REQ0884722-RITM0929942-SCTASK1496218","05/31/2027","","General Rounding","ACV Indust Hygien & Envir Serv"
"LD040096","HSS-8084027","7NZ89W3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","Next to Health Unit RN station","1st Floor","VIHATRP20240304-020","03/31/2028","01/22/2025","General Rounding","Nanaimo Home Care Nursing"
"LD034719","HSS-8071456","7PTJLN3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-2nd Floor","Main Building","NHC-2nd Floor-Room-204","2","VIHATRP20230130-022","03/31/2027","07/16/2024","General Rounding","CBC Nanaimo Occupational Ther"
"PC065084","HSS-8024389","7ZHLDF3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","Main","Nick's","","VIHATRP20210920-023","05/31/2026","","Excluded",""
"AO400337","HSS-8079884","C23719M162","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","NICU","2","VIHATRP20231030-072","12/31/2027","12/12/2025","Mobile Cart","NICU"
"LD027725","HSS-8073313","CYH2GK3","Nanaimo","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main Building","No assigned office","3","VIHATRP20230327-085","05/31/2027","","General Rounding",""
"LD037450","HSS-8096456","5KYQ774","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent-Main Building-Basement 1","Main Building","no room number only room with 5 users","0th Floor","ISLHTRP20251110-014","07/31/2029","","","MDRD"
"LD102706","HSS-1047700","94MJVW3","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent","Right side of duplex","No specific room, just walk in","","REQ1436311-RITM1515169-SCTASK2445365","09/30/2028","","General Rounding",""
"PC042914","HSS-8065668","F6D5XP3","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","North Care Station","1","VIHATRP20220815-137","12/31/2026","12/11/2025","Critical Clinical","(TBD)"
"PC042967","HSS-8070662","FW1NPR3","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","North Care Station(TBD)","1","VIHATRP20230109-103","02/28/2027","12/11/2025","Critical Clinical","(TBD)"
"PC063878","HSS-8089518","BWG6D14","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","North Care Station(TBD)","1","VIHATRP20240902-042","09/30/2028","","General Rounding",""
"LD059442","HSS-1973584","JYT37G3","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","NOT FOUND","1","DMND0003213","01/31/2026","12/03/2025","General Rounding","Public Health"
"LD042868","HSS-8091706","C1SWVH3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road","","Not found - 268(W116)","","VIHATRP20241216-012","12/31/2028","","Excluded","Cowichan Valley Admin"
"PC028827","HSS-1015741","MJ07K185","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","Not in B035","B1","","02/28/2022","11/08/2023","General Rounding"," "
"PC031631","HSS-8076700","HZVGNW3","Nanaimo","VIHA-NWRD-Nanaimo Waddington Road-Integrated Primary & Community Care-Main Building-2nd Floor","Main Building","Not numbered","2","VIHATRP20230724-082","08/31/2027","","General Rounding","Enterprise Data Warehouse"
"LD041666","HSS-6001396","PC1CZEJF","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","Not on-site (TBD)","1","","04/30/2023","04/24/2024","Excluded","(TBD)"
"PC035198","HSS-8086557","2GQ6724","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","NRGH Switchboard - G254","1st Floor","VIHATRP20240513-039","06/30/2028","12/11/2025","General Rounding","Switchboard"
"LD023222","HSS-8075650","3DQYHW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","NRGH/G253","G","VIHATRP20230626-004","07/31/2026","01/10/2025","General Rounding","Clinical Imp & Informatics"
"LD034715","HSS-8071446","B4HGLN3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","NSWOC","1","VIHATRP20230130-012","03/31/2027","","General Rounding",""
"TD020363","HSS-8086960","GL3JL34","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","NSWOC","1st Floor","VIHATRP20240527-008","06/30/2028","","General Rounding","Nanaimo Community Services"
